Ibuk ID;Tytuł;Autor;ISBN;Wydawnictwo;Rok wydania;Kategoria;Podkategoria;Link do książki 
1031;Kapitał ludzki organizacji;Grzegorz Łukasiewicz;978-83-01-15768-5;Wydawnictwo Naukowe PWN;2009;Nauki ekonomiczne;Zarządzanie zasobami ludzkimi (HR);Czytaj
40915;Kapryśne serca;Marian Kowalski;978-83-7859-030-9;Wydawnictwo e-bookowo;2012;Literatura kobieca;-;Czytaj
416;Kardiologia;Redakcja: Tadeusz Mandecki;83-200-2912-0;Wydawnictwo Lekarskie PZWL;2005;Medycyna;Kardiologia;Czytaj
38717;Karolcia;Maria Krüger;978-83-7568-638-8;Siedmioróg;2011;Literatura dla dzieci i młodzieży;-;Czytaj
573;Katastrofy przyrodnicze;Włodzimierz Mizerski, Marek Graniczny;978-83-01-15146-1;Wydawnictwo Naukowe PWN;2009;Nauki matematyczno-przyrodnicze;Nauki o Ziemi;Czytaj
40476;Katyń w oczach Zachodu;Franz Kadell;978-83-01-16935-0;Dom Wydawniczy PWN Sp. z o.o.;2012;Literatura faktu;-;Czytaj
5187;Kazimierz Jagiellończyk i jego czasy;Maria Bogucka;978-83-242-1031-2;Universitas;2009;Nauki humanistyczne;Historia;Czytaj
2216;Kino Jerzego Kawalerowicza i jego konteksty;Jan Rek;978-83-7525-188-3;Wydawnictwo Uniwersytetu Łódzkiego;2008;Nauki humanistyczne;Kultura i sztuka;Czytaj
61372;Kino nieme;Redakcja: Tadeusz Lubelski, Iwona Sowińska, Rafał Syska;978-83-242-1536-2;Universitas;2012;Nauki humanistyczne;Kultura i sztuka;Czytaj
26652;Klimat Polski w drugiej połowie XX wieku;Alojzy Woś;978-83-232-2180-7;Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza;2010;Nauki matematyczno-przyrodnicze;Nauki o Ziemi;Czytaj
878;Kobieta w kulturze - kultura w kobiecie;Aneta Chybicka, Maria Kaźmierczak;978-83-7587-776-2;Oficyna Wydawnicza IMPULS;2006;Nauki społeczne;Pedagogika;Czytaj
41285;Kobietki;Patrycja Żurek;978-83-7859-036-1;Wydawnictwo e-bookowo;2012;Literatura kobieca;-;Czytaj
2060;Kobiety opowiadają świat. Szkice o fantastyce;Grażyna Lasoń-Kochańska;978-83-7467-137-8;Wydawnictwo Naukowe Akademii Pomorskiej w Słupsku;2008;Nauki humanistyczne;Filologia polska;Czytaj
1803;Kobiety, mężczyźni i społeczeństwo;Daniel J. Curran, Redakcja: Claire M. Renzetti;978-83-01-14570-5;Wydawnictwo Naukowe PWN;2008;Nauki społeczne;Socjologia;Czytaj
2929;Kochać za bardzo;Renata Zielińska;978-83-62480-24-1;Wydawnictwo e-bookowo;2010;Literatura kobieca;-;Czytaj
2930;Kochanek malutki;Aurelia Es;978-83-61184-96-6;Wydawnictwo e-bookowo;2010;Literatura kobieca;-;Czytaj
1165;Kodeks karny. Komentarz;Andrzej Marek;978-83-7526-325-1;Wolters Kluwer Polska;2007;Prawo;Prawo karne;Czytaj
2409;"Kodeks postępowania administracyjnego. Komentarz. Tom I Komentarz do art.1-103; Tom II Komentarz do art.104-269";Grzegorz Łaszczyca, Czesław Martysz, Andrzej Matan;978-83-264-0305-7;Wolters Kluwer Polska;2010;Prawo;Prawo administracyjne;Czytaj
66350;Kodeks postępowania w sprawach o wykroczenia. Komentarz;Andrzej Skowron;978-83-264-2570-7;Wolters Kluwer Polska;2012;Prawo;Prawo karne;Czytaj
64645;Komizm w literaturze. Studia w perspektywie komunikacyjnej;Aleksander Główczewski;978-83-231-2885-4;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2013;Nauki humanistyczne;Filologia polska;Czytaj
41109;Kompendium farmakologii;Redakcja: Waldemar Janiec;978-83-200-3956-6;Wydawnictwo Lekarskie PZWL;2010;Medycyna;Farmakologia;Czytaj
622;Kompendium wiedzy o handlu;Redakcja: Maria Sławińska;978-83-01-15446-2;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Usługi;Czytaj
1380;Kompendium wiedzy o konkurencyjności;Redakcja: Marian Gorynia, Ewa Łaźniewska;978-83-01-15914-6;Wydawnictwo Naukowe PWN;2009;Nauki ekonomiczne;Gospodarka światowa;Czytaj
2091;Kompendium wiedzy o logistyce;Redakcja: Elżbieta Gołembska;978-83-01-16341-9;Wydawnictwo Naukowe PWN;2010;Nauki ekonomiczne;Logistyka;Czytaj
365;Kompendium wiedzy o marketingu;Redakcja: Bogna Pilarczyk, Henryka Mruka;978-83-01-14837-9;Wydawnictwo Naukowe PWN;2006;Nauki ekonomiczne;Marketing, reklama;Czytaj
35867;Kompendium wiedzy o organizacjach międzynarodowych;Ewa Łaźniewska, Redakcja: Przemysław Deszczyński;978-83-01-16562-8;Wydawnictwo Naukowe PWN;2011;Nauki społeczne;Nauki polityczne;Czytaj
5606;Kompendium wiedzy o społeczeństwie, państwie i prawie (wydanie XI);Redakcja: Marzena Kordela;978-83-01-16515-4;Wydawnictwo Naukowe PWN;2011;Nauki społeczne;Nauki polityczne;Czytaj
1306;Kompendium wiedzy o turystyce;Redakcja: Grzegorz Gołembski;978-83-01-15814-9;Wydawnictwo Naukowe PWN;2009;Nauki matematyczno-przyrodnicze;Nauki o Ziemi;Czytaj
156;Kompendium wiedzy o żywności, żywieniu i zdrowiu;Redakcja: Teresa Mossor-Pietraszewska, Jan Gawęcki;83-01-14254-5;Wydawnictwo Naukowe PWN;2007;Nauki matematyczno-przyrodnicze;Biologia;Czytaj
281;Komunikacja językowa w Internecie;Jan Grzenia;978-83-01-14867-6;Wydawnictwo Naukowe PWN;2008;Nauki humanistyczne;Filologia polska;Czytaj
1973;Komunikacja niewerbalna;Redakcja: Dale G. Leathers;978-83-01-15036-5;Wydawnictwo Naukowe PWN;2007;Nauki społeczne;Psychologia;Czytaj
61690;Komunikacja niewerbalna. Płeć i kultura;Ewa Głażewska, Urszula Kusio;978-83-7784-177-8;Wydawnictwo Uniwersytetu Marii Curie-Skłodowskiej;2012;Nauki społeczne;Komunikacja społeczna;Czytaj
1367;Komunikowanie (się) w mediach elektronicznych;Redakcja: Grzegorz Ptaszek, Mirosław Filiciak;978-83-7644-000-2;Łośgraf;2009;Nauki humanistyczne;Filologia polska;Czytaj
40563;Koncepcja wychowania fizycznego dla wszystkich etapów edukacji Zdrowie-Sport-Rekreacja;Urszula Kierczak;978-83-7850-034-6;Oficyna Wydawnicza IMPULS;2012;Nauki społeczne;Pedagogika;Czytaj
966;Konkurencyjność;Redakcja: Nelly Daszkiewicz;978-83-01-15681-7;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
1239;Konsument a reklama. Studium cywilnoprawne;Agnieszka Malarewicz;978-83-7601-775-4;Wolters Kluwer Polska;2009;Nauki ekonomiczne;Marketing, reklama;Czytaj
40136;Korygująca funkcja rewizji finansowej w systemie rachunkowości;Mariusz Andrzejewski;978-83-7252-562-8;Wydawnictwo Uniwersytetu Ekonomicznego w Krakowie;2012;Nauki ekonomiczne;Finanse i bankowość;Czytaj
35868;Korzenie teatru;Redakcja: Eli Rozik;978-83-01-16688-5;Wydawnictwo Naukowe PWN;2011;Nauki humanistyczne;Kultura i sztuka;Czytaj
44833;Kosowo;Edyta Niewińska;978-83-7859-117-7;Wydawnictwo e-bookowo;2013;Literatura kobieca;-;Czytaj
2027;Kościelne prawo małżeńskie;Wojciech Góralski;83-7072-391-8;Wydawnictwo Uniwersytetu Kardynała Stefana Wyszyńskiego;2006;Prawo;Prawo kanoniczne;Czytaj
1724;Kościół w świecie mediów;Katarzyna Pokorna-Ignatowicz;83-233-1564-7;Wydawnictwo Uniwersytetu Jagiellońskiego;2002;Nauki społeczne;Komunikacja społeczna;Czytaj
1362;Krakowski Teatr Żydowski;Mirosława M. Bułat;83-233-2081-0;Wydawnictwo Uniwersytetu Jagiellońskiego;2006;Nauki humanistyczne;Kultura i sztuka;Czytaj
40355;Kraków - zarys przemian ekonomiczno-przestrzennych;Bogusław Luchter;978-83-7252-563-5;Wydawnictwo Uniwersytetu Ekonomicznego w Krakowie;2012;Nauki matematyczno-przyrodnicze;Nauki o Ziemi;Czytaj
61499;Kraków i Galicja wobec przemian cywilizacyjnych 1866-1914;Krzysztof Fiołek, Marian Stala;978-83-242-1516-4;Universitas;2011;Nauki humanistyczne;Historia;Czytaj
1063;Kreacja w reklamie;Ryszard Kłeczek, Magdalena Sobocińska, Monika Hajdas;978-83-7526-626-9;Wolters Kluwer Polska;2008;Nauki ekonomiczne;Marketing, reklama;Czytaj
39946;Kreatywność w reklamie;Anna Murdoch;978-83-01-14392-3;Wydawnictwo Naukowe PWN;2012;Nauki ekonomiczne;Marketing, reklama;Czytaj
36799;Kronika tzw. Galla Anonima;Jarosław Wenta;978-83-231-2637-9;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2011;Nauki humanistyczne;Historia;Czytaj
93950;Krople mądrości dla zabieganych;Praca zbiorowa, Redakcja: L. M. Book;978-83-63837-40-2;Logos media;2013;Literatura piękna;Inne;Czytaj
42636;Krótka historia przestrzeni teatralnych;David Wiles;978-83-01-16995-4;Wydawnictwo Naukowe PWN;2012;Nauki humanistyczne;Kultura i sztuka;Czytaj
2489;Krótkie bajeczki dla chorej córeczki;Monika Joanna Litwin;978-83-7587-409-9;Oficyna Wydawnicza IMPULS;2011;Inne;Literatura edukacyjna dla dzieci;Czytaj
37990;Kryminalistyka: wybrane zagadnienia techniki;Redakcja: Grażyna Kędzierska, Włodzimierz Kędzierski;978-83-7462-267-7;Wydawnictwo Wyższej Szkoły Policji w Szczytnie;2011;Kryminalistyka;-;Czytaj
41565;Księga wszystkich dokonań Sherlocka Holmesa;Arthur Conan Doyle;978-83-7544-457-5;Rea;2011;Literatura piękna;Kryminał, sensacja, thriller;Czytaj
40875;Kształtowanie relacji powiatowych urzędów pracy z pracodawcami;Grzegorz Baran;978-83-233-2358-7;Wydawnictwo Uniwersytetu Jagiellońskiego;2007;Publikacje darmowe;-;Czytaj
41343;Kulinarne podróże po Europie;Ulla Ohlsson, Hans-Ove Ohlsson;978-83-7544-502-2;Rea;2011;Poradniki;-;Czytaj
39324;Kultura biznesu. Normy i formy;Irena Kamińska-Radomska;978-83-01-16738-7;Wydawnictwo Naukowe PWN;2012;Nauki ekonomiczne;Inne;Czytaj
1839;Kultura korporacyjna;Barbara Fryzel;83-233-2023-3;Wydawnictwo Uniwersytetu Jagiellońskiego;2005;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
38727;Kultura masowa. Krytyka i obrona;Antonina Kłoskowska;978-83-01-16671-7;Wydawnictwo Naukowe PWN;2011;Nauki społeczne;Socjologia;Czytaj
40559;Kultura mediów, ciało i tożsamość;Witold Jakubowski, Sylwia Jaskulska;978-83-7587-894-3;Oficyna Wydawnicza IMPULS;2011;Nauki społeczne;Socjologia;Czytaj
2596;Kultura piśmienna w Polsce średniowiecznej. X-XII wiek;Cezary Święcki;978-83-235-0737-6;Wydawnictwa Uniwersytetu Warszawskiego;2010;Nauki humanistyczne;Filologia polska;Czytaj
2485;Kultura popularna - tożsamość - edukacja;Redakcja: Witold Jakubowski, Daria Hejwosz;978-83-7587-577-5;Oficyna Wydawnicza IMPULS;2010;Nauki humanistyczne;Kulturoznawstwo;Czytaj
2482;Kultura popularna w społeczeństwie współczesnym. Teoria i rzeczywistość;Redakcja: Jarema Drozdowicz, Maciej Bernasiewicz;978-83-7587-577-5;Oficyna Wydawnicza IMPULS;2013;Nauki humanistyczne;Kulturoznawstwo;Czytaj
2484;Kultura popularna: konteksty teoretyczne i społeczno-kulturowe;Redakcja: Agnieszka Gromkowska-Melosik, Zbyszko Melosik;978-83-7587-579-9;Oficyna Wydawnicza IMPULS;2010;Nauki humanistyczne;Kulturoznawstwo;Czytaj
688;Kultura w organizacji;Lidia Zbiegień-Maciąg;978-83-01-15455-4;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
2078;Kultura, osoba, tożsamość. Z zagadnień filozofii i socjologii kultury;Janusz A. Majcherek;978-83-7271-577-7;Wydawnictwo Naukowe Uniwersytetu Pedagogicznego w Krakowie;2009;Nauki humanistyczne;Kulturoznawstwo;Czytaj
43272;Kultury narodowe u korzeni;Antonina Kłoskowska;978-83-01-14557-6;Wydawnictwo Naukowe PWN;2012;Nauki społeczne;Socjologia;Czytaj
1882;Kurs kadry i płace;Magdalena Chomuszko;978-83-01-16234-4;Wydawnictwo Naukowe PWN;2010;Informatyka;Aplikacje, programy użytkowe;Czytaj
43333;Kurs księgowości komputerowej;Magdalena Chomuszko, Natalia Sikorska;978-83-01-17231-2;Wydawnictwo Naukowe PWN;2012;Informatyka;Aplikacje, programy użytkowe;Czytaj
1105;Labirynty dla dzieci;Magda Śliwerska, Redakcja: Magda Śliwerska;978-83-7587-782-3;Oficyna Wydawnicza IMPULS;2010;Inne;Literatura edukacyjna dla dzieci;Czytaj
42369;Lalki w ogniu;Paulina Wilk;978-83-7705-248-8;Dom Wydawniczy PWN Sp. z o.o.;2012;Nauki humanistyczne;Kulturoznawstwo;Czytaj
41948;Lasery;Bernard Ziętek;978-83-231-2345-3;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2009;Nauki matematyczno-przyrodnicze;Fizyka;Czytaj
41506;Leczenie bólu;Łukasz Wordliczek;978-83-200-4500-0;Wydawnictwo Lekarskie PZWL;2011;Medycyna;Farmakologia;Czytaj
2615;Lekcje empatii. Czytanie poezji dwudziestowiecznej w liceum. Literatura - psychologia - dydaktyka;Elżbieta Mikoś;978-83-7271-541-8;Wydawnictwo Naukowe Uniwersytetu Pedagogicznego w Krakowie;2009;Nauki humanistyczne;Filologia polska;Czytaj
148;Leksykon integracji europejskiej;Janusz Ruszkowski, Marek Żurek, Ewa Górnicz;83-01-14037-2;Wydawnictwo Naukowe PWN;2004;Nauki społeczne;Nauki polityczne;Czytaj
43765;Leksykon resocjalizacji;Anetta Jaworska;978-83-7850-132-9;Oficyna Wydawnicza IMPULS;2012;Nauki społeczne;Pedagogika;Czytaj
980;Licencja na używanie znaku towarowego. Studium prawnoporównawcze;Mariusz Załucki;978-83-7526-862-1;Wolters Kluwer Polska;2008;Prawo;Prawo własności intelektualnej;Czytaj
61585;Literatura i pisarze w programie Rozgłośni Polskiej Radio Wolna Europa;Konrad W. Tatarowski;978-83-242-1840-0;Universitas;2006;Nauki humanistyczne;Kulturoznawstwo;Czytaj
477;Literatura okresu przejściowego;Anna Nasiłowska;978-83-01-14947-5;Wydawnictwo Naukowe PWN;2007;Nauki humanistyczne;Filologia polska;Czytaj
1685;Literatura pogranicza, pogranicza literatury;Maria Dąbrowska-Partyka;83-233-1836-0;Wydawnictwo Uniwersytetu Jagiellońskiego;2004;Nauki humanistyczne;Filologie obce;Czytaj
5621;Literatura polska 1939-2009;Stanisław Burkot;978-83-01-16289-4;Wydawnictwo Naukowe PWN;2010;Nauki humanistyczne;Filologie obce;Czytaj
26603;Literatura polskiego średniowiecza. Leksykon;Teresa Michałowska;978-83-01-16675-5;Wydawnictwo Naukowe PWN;2011;Nauki humanistyczne;Filologia polska;Czytaj
1883;Logika ogólna;Grzegorz Malinowski;978-83-01-16224-5;Wydawnictwo Naukowe PWN;2010;Nauki społeczne;Logika;Czytaj
6702;Logistyka zwrotna;Jacek Szołtysek;978-83-63186-68-5;Instytut Logistyki i Magazynowania;2009;Nauki ekonomiczne;Logistyka;Czytaj
1804;Ludobójstwo w XX wieku;Manus I. Midlarsky;978-83-01-16190-3;Wydawnictwo Naukowe PWN;2010;Nauki społeczne;Nauki polityczne;Czytaj
64705;Ludzie bezdomni;Stefan Żeromski;978-83-265-0116-6;ZIELONA SOWA;2008;Podręczniki i lektury szkolne;Język polski;Czytaj
36657;Łatwe fotografowanie;Piotr Ślaski;978-83-63080-40-2;Wydawnictwo e-bookowo;2011;Poradniki;-;Czytaj
40097;M do kwadratu;Monika Sawicka, Monika Kamieńska;978-83-7859-008-8;Wydawnictwo e-bookowo;2012;Literatura kobieca;-;Czytaj
40594;Magazyn Literacki KSIĄŻKI nr 4/2012 + dodatek KSIĄŻKI dla turystów;Praca zbiorowa;;Biblioteka Analiz;2012;Publikacje darmowe;-;Czytaj
40595;Magazyn Literacki KSIĄŻKI nr 5/2012 + dodatek KSIĄŻKI dla dzieci i młodzieży;Praca zbiorowa;;Biblioteka Analiz;2012;Publikacje darmowe;-;Czytaj
40596;Magazyn Literacki KSIĄŻKI nr 6/2012;Praca zbiorowa;;Biblioteka Analiz;2012;Publikacje darmowe;-;Czytaj
40683;Magazyn Literacki KSIĄŻKI nr 7;Praca zbiorowa;;Biblioteka Analiz;2012;Publikacje darmowe;-;Czytaj
41592;Magazyn Literacki KSIĄŻKI nr 8/2012;Praca zbiorowa;;Biblioteka Analiz;2012;Publikacje darmowe;-;Czytaj
69077;Makro- i mikroekonomia.Podstawowe problemy współczesności;Redakcja: Stefan Marciniak;978-83-01-17250-3;Wydawnictwo Naukowe PWN;2013;Nauki ekonomiczne;Teoria ekonomii;Czytaj
45349;Makroekonomia;Paul R. Krugman, Robin Wells;978-83-01-17172-8;Wydawnictwo Naukowe PWN;2012;Nauki ekonomiczne;Inne;Czytaj
26602;Mała historia filozofii;Otfried Höffe;978-83-01-14661-0;Wydawnictwo Naukowe PWN;2008;Nauki społeczne;Filozofia;Czytaj
449;Małe struktury społeczne;Jacek Szmatka;978-83-01-15219-2;Wydawnictwo Naukowe PWN;2007;Nauki społeczne;Socjologia;Czytaj
40478;Małgorzata Gutowska-Adamczyk rozmawia z czytelniczkami Cukierni pod Amorem;Małgorzata Gutowska-Adamczyk;978-83-01-17078-3;Dom Wydawniczy PWN Sp. z o.o.;2012;Literatura kobieca;-;Czytaj
40818;Małżeństwo (nie) mile widziane;Katarzyna T. Nowak;978-83-7859-007-1;Wydawnictwo e-bookowo;2012;Literatura kobieca;-;Czytaj
1400;Mamo, tato bawmy się;Irena Kalinowska;83-200-2802-7;Wydawnictwo Lekarskie PZWL;2003;Nauki społeczne;Pedagogika;Czytaj
42783;Marketing;Henryk Mruk;978-83-01-16967-1;Wydawnictwo Naukowe PWN;2012;Nauki ekonomiczne;Marketing, reklama;Czytaj
45452;Marketing;Paweł Waniowski, Dariusz Sobotkiewicz, Magdalena Daszkiewicz;978-83-7488-035-0;Placet;2011;Nauki ekonomiczne;Marketing, reklama;Czytaj
367;Marketing internetowy;Ewa Frąckiewicz;83-01-14634-6;Wydawnictwo Naukowe PWN;2006;Nauki ekonomiczne;Marketing, reklama;Czytaj
56;Marketing usług turystycznych;Redakcja: Andrzej Panasiuk;978-83-01-15296-3;Wydawnictwo Naukowe PWN;2007;Nauki ekonomiczne;Marketing, reklama;Czytaj
323;Marketing z Google;Paweł Kobis;978-83-01-15133-1;Wydawnictwo Naukowe PWN;2007;Informatyka;Internet;Czytaj
59;Marketing. Podręcznik akademicki.;Eugeniusz Michalski;978-83-01-14051-9;Wydawnictwo Naukowe PWN;2007;Nauki ekonomiczne;Marketing, reklama;Czytaj
9282;Matematyka 1;Krystyna Bieńkowska-Lipińska, Dominik Jagiełło, Rafał Maj;978-83-927469-3-5;Ośrodek Kształcenia na Odległość Politechniki Warszawskiej OKNO;2010;Publikacje darmowe;-;Czytaj
18830;Matematyka 2;Krystyna Bieńkowska-Lipińska, Dominik Jagiełło, Rafał Maj;978-83-62287-06-2;Ośrodek Kształcenia na Odległość Politechniki Warszawskiej OKNO;2010;Publikacje darmowe;-;Czytaj
38463;Matematyka dla studentów i kandydatów na wyższe uczelnie. Repetytorium;Robert Kowalczyk, Kamil Niedziałomski, Cezary Obczyński;978-83-01-16723-3;Wydawnictwo Naukowe PWN;2011;Nauki matematyczno-przyrodnicze;Matematyka;Czytaj
1087;Matematyka finansowa;Maria Podgórska, Joanna Klimkowska;978-83-01-15290-1;Wydawnictwo Naukowe PWN;2009;Nauki ekonomiczne;Metody ilościowe;Czytaj
41949;Meandry skamandrytów;Włodzimierz Appel;978-83-231-2728-4;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2011;Nauki humanistyczne;Filologia polska;Czytaj
38728;Mechanika;Jewgienij M. Lifszyc, Lew D. Landau;978-83-01-14613-9;Wydawnictwo Naukowe PWN;2006;Nauki matematyczno-przyrodnicze;Technika;Czytaj
2229;Mechanika dla niemechaników;Alojzy Stawinoga, Roman Bąk;978-83-204-3466-8;Wydawnictwo WNT;2009;Nauki matematyczno-przyrodnicze;Technika;Czytaj
40574;Media globalne Media lokalne;Agnieszka Roguska;978-83-7587-972-8;Oficyna Wydawnicza IMPULS;2012;Nauki społeczne;Socjologia;Czytaj
1057;Media publiczne;Karol Jakubowicz;978-83-60501-32-0;Łośgraf;2007;Nauki społeczne;Komunikacja społeczna;Czytaj
64968;Media, wersja beta. Film i telewizja w czasach gier komputerowych i internetu;Mirosław Filiciak;978-83-63434-91-5;WNK;2013;Nauki humanistyczne;Kultura i sztuka;Czytaj
6680;Mediacje. Teoria i praktyka;Rafał Morek, Ewa Gmurzyńska;978-83-7601-979-6;Wolters Kluwer Polska;2009;Prawo;Inne;Czytaj
1413;Medycyna ratunkowa i katastrof;Andrzej Zawadzki;83-200-3137-0;Wydawnictwo Lekarskie PZWL;2008;Medycyna;Medycyna ratunkowa;Czytaj
41012;Medycyna sportowa. Współczesne metody diagnostyki i leczenia;Derek Armfield, Michael Collins, Adam Crowl;978-83-200-4218-4;Wydawnictwo Lekarskie PZWL;2009;Medycyna;Inne;Czytaj
10397;Melancholia w poezji polskiej po 1989 roku;Alina Świeściak;978-83-242-1440-2;Universitas;2010;Nauki humanistyczne;Filologia polska;Czytaj
2273;Mentalność Polaków;Marek Ziółkowski, Jadwiga Koralewicz;83-7383-016-2;Wydawnictwo Naukowe Scholar;2003;Nauki społeczne;Socjologia;Czytaj
40072;Metamorfozy i muzea;Joanna Hańderek;978-83-233-3016-5;Wydawnictwo Uniwersytetu Jagiellońskiego;2010;Nauki humanistyczne;Kulturoznawstwo;Czytaj
714;Metoda socjologii;Florian Znaniecki;978-83-01-15528-5;Wydawnictwo Naukowe PWN;2008;Nauki społeczne;Socjologia;Czytaj
41428;Metodologia badań w pielęgniarstwie;Helena Lenartowicz;978-83-200-4346-4;Wydawnictwo Lekarskie PZWL;2010;Medycyna;Pielęgniarstwo;Czytaj
1126;Metody i techniki badań pedagogicznych;Mieczysław Łobocki;978-83-7587-161-6;Oficyna Wydawnicza IMPULS;2009;Nauki społeczne;Pedagogika;Czytaj
27;Metody organizacji i zarządzania. Kształtowanie relacji organizacyjnych;Redakcja: Wanda Błaszczyk;978-83-01-15461-5;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Zarządzanie, organizacja, strategie;Czytaj
450;Metody podejmowania decyzji finansowych;Maria Sierpińska, Tomasz Jachna;978-83-01-15013-6;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Finanse i bankowość;Czytaj
1180;Miasto na prawach powiatu;Anna Wierzbica;83-7526-048-7;Wolters Kluwer Polska;2006;Prawo;Prawo administracyjne;Czytaj
39300;Michel Foucault;Urszula Zbrzeźniak;978-83-7383-451-4;Wydawnictwo Naukowe Scholar;2010;Nauki społeczne;Filozofia;Czytaj
41959;Mickiewicz i okolice;Marcin Lutomierski;978-83-231-2764-2;Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika;2012;Nauki humanistyczne;Filologia polska;Czytaj
61618;Miejsca Leśmiana;Małgorzata Gorczyńska;978-83-242-1497-6;Universitas;2011;Nauki humanistyczne;Filologia polska;Czytaj
61729;Między obrazem a tekstem;Redakcja: Alina Kwiatkowska, Jerzy Jarniewicz;978-83-7525-257-6;Wydawnictwo Uniwersytetu Łódzkiego;2009;Nauki humanistyczne;Filologia polska;Czytaj
2141;Międzynarodowa ochrona praw człowieka;Redakcja: Agnieszka Bieńczyk-Missala;978-83-235-0295-1;Wydawnictwa Uniwersytetu Warszawskiego;2008;Prawo;Prawo międzynarodowe;Czytaj
359;Międzynarodowe stosunki gospodarcze;Anna Zielińska-Głębocka, Tomasz Rynarzewski;978-83-01-14935-2;Wydawnictwo Naukowe PWN;2008;Nauki ekonomiczne;Gospodarka światowa;Czytaj
1480;Migracje Europejczyków;Adam Walaszek;978-83-233-2259-7;Wydawnictwo Uniwersytetu Jagiellońskiego;2007;Nauki humanistyczne;Historia;Czytaj
1756;Mikrobiologia dla studentów uczelni rolniczych;Hanna Kwaśna;978-83-7160-444-7;Wydawnictwo Uniwersytetu Przyrodniczego w Poznaniu;2007;Nauki matematyczno-przyrodnicze;Biologia;Czytaj
1054;Mikrobiologia medyczna. Krótkie wykłady;Will Irving, Tim Boswell, Dlawer Aldeen;978-83-01-15476-9;Wydawnictwo Naukowe PWN;2008;Nauki matematyczno-przyrodnicze;Biologia;Czytaj
368;Mikrobiologia. Krótkie wykłady;J. Nicklin, K. Graeme-Cook, R. Killington;978-83-01-14147-9;Wydawnictwo Naukowe PWN;2007;Nauki matematyczno-przyrodnicze;Biologia;Czytaj
45262;Mikroekonomia;Paul R. Krugman, Robin Wells;978-83-01-17209-1;Wydawnictwo Naukowe PWN;2012;Nauki ekonomiczne;Teoria ekonomii;Czytaj
